Name,Rating,Cuisine,Discounts,Image URL,Link,Area,Detailed Cuisine
Hot N Roll Azizabad,3.3(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/nszq-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/nszq/hot-n-roll-azizabad,"164 block 14, near Naseer Abad.","Pizza, Wraps & Rolls, Pakistani, Karahi & Handi"
Pizza Spicy,4(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/gmzy-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/gmzy/pizza-spicy,109/7 fb Area Ayesha Manzil Karachi,"Burgers, Fast Food, Western"
Crazie Chef,4.8(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/y3ho-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/y3ho/crazie-chef,R832 Hussainabad fb area block 3 karachi (Ilyas madical wali gali),"Chinese, Fast Food, Beverages, Pasta, Pakistani"
BREAKFAST CORNER (H.E.F Canteen),4.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/is63-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/is63/breakfast-corner-h-e-f-canteen,"Plot No.ST 14, Block-3,F.B Area","Pakistani, Paratha"
Hot N Roll - Dastagir,3.6(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/o5rv-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/o5rv/hot-n-roll-dastagir,"R10 /15 near H.B public school, Dastagri Road, FB Area, Karachi","Fast Food, Pasta"
Chef Bushra's Kitchen,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/pqmt-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/pqmt/chef-bushras-kitchen,f.b area block 1 karimabad Shakeel corporation apartment flat number J4,"Sandwiches, Pizza, Chinese, Continental, Desserts"
Munchies BBQ Roll & Burger,3.4(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/e1rv-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/e1rv/munchies-bbq-roll-and-burger,shop no 1164 near javed nehari federl B Area Karachi,"Wraps & Rolls, Pakistani, BBQ, Paratha"
Al Zaiqa Restaurant & Fast Food,4.9(60)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/wtl7-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/wtl7/al-zaiqa-restaurant-and-fast-food,"House No R,28 paradise cottage paradise signal abul Hassan Isphahani road Scheme 33","Burgers, Pakistani, Western"
New Salwa Grill,3.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/su07-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/su07/new-salwa-grill,"1154/ 15 near dhaka park, Federal B Area Block 15 Gulberg Town,","Sandwiches, Chinese, Burgers, Fast Food, Pasta"
Mr Zinger,3.6(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/x55l-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/x55l/mr-zinger-x55l,"Plot R 1174, Federal B Area Block 15 Gulberg Town, Karachi, Karachi City, Sindh, Pakistan","Sandwiches, Burgers, Fast Food, Pakistani, Western"
Foodies Mania,4.5(70)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/ahyz-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ahyz/foodies-mania-ahyz,Alyabad colony plot no 12 shop no 1 fb area Karachi,"Pizza, Burgers, Fast Food, Pasta, Western"
Urooj Kitchen,,,,https://images.deliveryhero.io/image/fd-pk/LH/ytt7-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ytt7/urooj-kitchen,"Post Office Society, Sector 13-A H.no B-471",
Dehli Kabab BBQ n Chinese,3.5(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,,https://images.deliveryhero.io/image/fd-pk/LH/m5c5-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/m5c5/dehli-kabab-bbq-n-chinese,"HN#1172,Area - R, block 15, Gulshan","Chinese, Burgers, Fast Food, Wraps & Rolls, Western"
Hot & Roll Super Grill (Homechef),3.4(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/riou-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/riou/hot-and-roll-super-grill-homechef,"W3GG+HJ3, Federal B Area Block 15 Gulberg Town, Karachi,  Sindh 75950, Pakistan","Burgers, Fast Food, Beverages, Ice Cream, Wraps & Rolls"
Turkish Pizzeria & Fast Food,3.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/x4o2-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/x4o2/turkish-pizzeria-and-fast-food,"House no. 1, Shumail View Phase 2 Near country comfort, Gulzar-e-Hijri Scheme 33, Karachi","Pizza, Burgers, Beverages, Western"
Hot & Roll BBQ Tonight,3(5000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/epsn-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/epsn/hot-and-roll-bbq-tonight,"W3GG+HJ3, Federal B Area Block 15 Gulberg Town, Karachi, Karachi City, Sindh 75950, Pakistan","Sandwiches, Chinese, Burgers, Fast Food, Beverages"
Pizza 69,4.2(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/rski-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/rski/pizza-69,Shumail view phase 2 near country comfort pizza house,Pizza
Chinese House & Karahi (Homechef),3.7(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,,https://images.deliveryhero.io/image/fd-pk/LH/q62e-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/q62e/chinese-house-and-karahi-homechef,Fl1174  floor 3rd block 15 near Tariq mohuiuddan shaheed park federal b area karachi,"Chinese, Continental, Fast Food, Beverages, Pasta"
ZamZam Limca,,Beverages,,https://images.deliveryhero.io/image/fd-pk/LH/ab78-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ab78/zamzam-limca,New zam zam limka shop opposite noori masjid street gate.near noori sheermal house federal b area block 3 Karachi pakistan,"Beverages, Shakes"
HOT & SPICY GRILL,3.7(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/y6is-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/y6is/hot-and-spicy-grill,R 1174 block 15 f b area Karachi near coconut ground,"Sandwiches, Chinese, Burgers, Fast Food, Pakistani"
Karachi Fast Food & Chinese - FB Area,2.8(45)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/ih13-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ih13/karachi-fast-food-and-chinese-fb-area,"W3GG+HJ3, Federal B Area Block 15 Gulberg Town, Karachi, Karachi City, Sindh 75950, Pakistan",Fast Food
Federal Foods,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/jy6h-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/jy6h/federal-foods,"R-1001, Block 9, Dastagir, FB Area, Opposite Ghousia Masjid, Karachi","Burgers, Fast Food, Beverages, Western, BBQ"
HOT N ROLL DARBAR (Homechef),3.9(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/n6z9-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/n6z9/hot-n-roll-darbar-homechef,"H No# 1171, Block 15 Federal B Area NEAR LivFit Jym, Karachi","Sandwiches, Chinese, Seafood, Fast Food, Pakistani"
Zaiqa Biryani & Pakwan House,4.3(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/crk7-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/crk7/zaiqa-biryani-and-pakwan-house,"Block 15 Gulberg Town, Karachi, Karachi City, Sindh, Pakistan","Pakistani, Biryani, Pulao"
Karachi Fast Food & Chinese - Nazimabad,1.6(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/y8oq-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/y8oq/karachi-fast-food-and-chinese-nazimabad,"Nazimabad no1 (1-H,1/15) near zaib medical","Chinese, Fast Food, Western"
The Dosani's Kitchen,4.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/o355-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/o355/the-dosanis-kitchen,"House number R#140 , Mashrik society street 2 memon nagar 13a near paradise bakery scheme 33",Pakistani
Chef Hania's kitchen,5(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/h3hf-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/h3hf/chef-hanias-kitchen,F.b area block 1 karimabad shakeel corporation apartment flat num j4,"Sandwiches, Chinese, Desserts, Burgers, Fast Food"
China Town,3.4(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/d6pu-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/d6pu/china-town-d6pu,1174 block 15 near tariq mohiuddin shaheed Park dastagir.,"Sandwiches, Japanese, Pizza, Chinese, Thai"
Foodie O Licious,4.1(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/z7ya-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/z7ya/foodie-o-licious,Federl B Area House no 1167 floor 2 block 15 dastagir karachi,"Chinese, Burgers, Fast Food, Pakistani, Western"
Shah Foods,4.6(48)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/ehcq-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ehcq/shah-foods-ehcq,"Scheme 33 Gulzar e higri 
Shumail view phase 2 
Flat no #j09 roof top","Pizza, Beverages, Pakistani, Pulao, Paratha"
Ikigaii_pk - North Nazimabad,,Desserts,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/knku/ikigaii_pk-north-nazimabad,Nazimabad House no 4 4D15/6A,"Desserts, Ice Cream, Savouries, Shakes, Samosa"
Food Villa,4.8(60)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/fz2n-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/fz2n/food-villa-fz2n,,
Papa Fries,3.5(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/dyic-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/dyic/papa-fries,"Shop no. 16,17, Madni Masjid Rd, Federal B Area Karimabad Block 3 Gulberg Town, Karachi, Karachi City, Sindh","Pizza, Burgers, Fast Food, Western"
Burns Road Kay Famous Bunkabab & Pizza Fries,4.8(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/t9ap-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/t9ap/burns-road-kay-famous-bunkabab-and-pizza-fries,"W396+4J8, Plot No. R-1314 Madni Masjid Road, Federal B Area Karimabad Block 3 Gulberg Town, Karachi","Cakes & Bakery, Pakistani"
Kuchi's - Gulzar E Hijri,4.3(5000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/s0ys-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/s0ys/kuchis-gulzar-e-hijri,"Shop no 05 House no A-14 paradise homes, Sector 13 A Karachi, 75290, Pakistan","Burgers, Fast Food, Western"
Zam zam Foods,4.7(15000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/u6bt-listing.JPG?width=400&height=225,https://www.foodpanda.pk/restaurant/u6bt/zam-zam-foods-u6bt,"Near Agha Khan Lab, Main Food Street, Hussainabad, FB Area, Karachi.","Pasta, Pakistani"
CHAI PARTY,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/fa6c-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/fa6c/chai-party,"D - 15/2, Nazimabad No. 4 Karachi","Fast Food, Beverages"
M. Joun's Kitchen,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/u15u-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/u15u/m-jouns-kitchen,"R-1031/9 Dastagir Society Federal B. Area,ÿKarachi","Beverages, Pakistani, Karahi & Handi"
5 Star Nimco Bakers and Halwa Puri House,4.9(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,,https://images.deliveryhero.io/image/fd-pk/LH/bwug-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/bwug/5-star-nimco-bakers-and-halwa-puri-house,"Shop#1, 15 Block D, Block 15 Yaseenabad,","Cakes & Bakery, Pakistani, Halwa Puri"
Chapati,5(3000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/f5dz-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/f5dz/chapati,r 1240 block 9 fb area near malik sweet,Pakistani
Everest Ice Cream (Lucky One),5(12)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://images.deliveryhero.io/image/fd-pk/LH/ilga-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ilga/everest-ice-cream-lucky-one,Luckyone Mall 2nd Floor Near Food Court  Front of Cross Stitch,"Desserts, Ice Cream"
Pizza Shine,4.4(87)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/qq5n-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/qq5n/pizza-shine,"Pizza Shine Plot No. H-L, 591 Street Number 3, Block 4 A Gulshan-e-Iqbal, Karachi, Karachi City, Sindh",Pizza
Burns Road K Famous Bun Kabab & Biryani,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/a1iz-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/a1iz/burns-road-k-famous-bun-kabab-and-biryani,"W386+P49 Burn Road Famous Babu Bun Kabab - Husainabad Branch, Hussainabad Food St, Federal B Area Karimabad Block 3 Gulberg Town, Karachi, Karachi City, Sindh","Burgers, Pakistani, Western"
Agharugullah Juice,4.9(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,,https://images.deliveryhero.io/image/fd-pk/LH/n3jb-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/n3jb/agharugullah-juice,Shop# A-1 Gulzar e hijri road Near Paradise bakery besides Apple Banquet Karachi Sindh,"Beverages, Healthy Food, Shakes"
Vohra Sheermal House,4.9(71)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/gi2s-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/gi2s/vohra-sheermal-house,"R1240, Federal B Area Block 9 Gulberg Town, near Malik sweets Stop","Desserts, Burgers, Fast Food, Pakistani"
Koyla Zinger Karachi,4(2)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/i76l-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/i76l/koyla-zinger-karachi,"Federal B Area Dastagir Block 9 Gulberg Town, Karachi, Karachi City, Sindh, Pakistan","Burgers, Fast Food, Wraps & Rolls, Western"
TFC - Tasty Food Center,4.9(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/l4ca-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/l4ca/tfc-tasty-food-center-l4ca,"Hussainabad Food St, Federal B Area Hussainabad Block 3 Gulberg Town, Karachi, Karachi City, Sindh","Chinese, Pakistani"
Spice Affairs,4.4(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/d9cc-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/d9cc/spice-affairs-d9cc,"Flat # E-20, 4th floor, Shumail View Phase 1,Near Spicy Dhabba , Near Gulzar-e-Hijri Police Station, Scheme 33,Karachi","Chinese, Pakistani"
AA Pizza & Fast Food,3.7(22)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/ghyc-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ghyc/aa-pizza-and-fast-food,"Shop# 21, Near Paradise Bakery, Gulzar e Hijri, Abul Hasan Isphahani road, Karachi","Pizza, Western, Broast, BBQ"
Quetta Noman Ullah Cafe,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/k2t9-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/k2t9/quetta-noman-ullah-cafe,"11/7 Sir Shah Muhammad Suleman Rd, Nazimabad No. 4 Block 4 Nazimabad, Karachi, Karachi City, Sindh 74600","Beverages, Pakistani, Tea & Coffee, Paratha"
Gloria Jeans - Lucky One,4(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Continental,,https://images.deliveryhero.io/image/fd-pk/LH/v3my-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/v3my/gloria-jeans-lucky-one,"Shop 1 La-2/B, Block 21? Main Rashid Minhas Road, Opposite UBL Sports Complex Karachi","Continental, Pasta, Tea & Coffee"
Memon Burger,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/h5ns-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/h5ns/memon-burger-h5ns,"Hussainabad food street, fb area, ok hai memon masjid, near tayyabis","Burgers, Fast Food, Beverages, Western"
NEW MANO - Hussainabad,4.7(5000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/y6cy-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/y6cy/new-mano-hussainabad,"1312 Block 3 Food Street Husainabad, F.B.Area, Karachi","Burgers, Fast Food, Western"
Deli Malik,4.5(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/w5rq-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/w5rq/deli-malik,"R 312, FB Area Block 2 Hussainabad Food street, Karachi, Karachi City, Sindh, Pakistan","Fast Food, Pakistani, Karahi & Handi, Nihari, Qeema"
Ghousia Silver Spoon - Hussainabad,4.8(10000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/t6ul-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/t6ul/ghousia-silver-spoon-hussainabad,"914/3 Hussainabad, FB Area, Karachi","Pasta, Pakistani"
Apna Zaiqa Kitchen,4.4(27)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/tzqf-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/tzqf/apna-zaiqa-kitchen,"Abul-Hassan Asphani Road Metroville Road Scheme 33, Gulzar e Hijri plot # A-1960 Block 2 sector 14 A Karachi",Fast Food
One Percent Chef,,,,https://images.deliveryhero.io/image/fd-pk/LH/lvug-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/lvug/one-percent-chef,"Karachi City, F.B. Area block 1 Block Y, Al-Azam square",
Sanubar IceCream,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://images.deliveryhero.io/image/fd-pk/LH/wmp3-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/wmp3/sanubar-icecream,Shop R482 Hussainabad food street federal - B area,"Desserts, Ice Cream, Shakes"
Craving Corner,4.5(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/pjhr-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/pjhr/craving-corner-pjhr,"Plot no.1H 1/8, Nazimabad No. 1, Karachi, Near  Akhuwat Park Nazimabad","Fast Food, Beverages, Wraps & Rolls"
Kebabiya,4.9(90)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/amex-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/amex/kebabiya,"Plot No- A-951 Metroville, Block-2 SCH 33 Karachi.","Fast Food, Pakistani, BBQ, Karahi & Handi"
"Expert Biryani, Fast food & Catering",4.7(40)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/jtda-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/jtda/expert-biryani-fast-food-and-catering,Shop no 03 rufi chowk opposite spring field academy near Paradise bakery metrovil3,"Beverages, Pakistani, Biryani, Pulao"
Foodie Lovers,4.9(5)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/c8s5-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/c8s5/foodie-lovers-c8s5,"1E, 13/4, 4th floor, NAZIMABAD NO 1, opposite kashif arcade","Burgers, Pakistani, Western, Biryani"
Ghousia Fast Food,4.7(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/t8vg-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/t8vg/ghousia-fast-food,"914/3 Hussainabad, FB Area, Karachi","Burgers, Pasta, Pakistani, Western, BBQ"
Heritage Restaurant (Super Highway),3.8(8)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/lk6i-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/lk6i/heritage-restaurant-super-highway,"Heritage Restaurant (Super Highway), Dr Mushtaq Hussain Rd Sector 4-B Corridor Area Main Super Highway KDA Scheme 33 Gulzar-e-Hijri Malir Gadap Town karachi","Sandwiches, Burgers, Beverages, Pakistani, Western"
Karachi Cuisine,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/rct7-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/rct7/karachi-cuisine-rct7,"Euro Grand Park, Euro Grand Park Nazimabad No. 1, Flat No. 905, 9th Floor",
Ghousia Food Hussainabad,4.7(4000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://images.deliveryhero.io/image/fd-pk/LH/u4sf-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/u4sf/ghousia-food-hussainabad,"Shop #911, Block-3 FB Area, Hussainabad Food Street, Karachi","Desserts, Pakistani, Western, BBQ, Paratha"
Deenar's,4.1(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/bx1e-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/bx1e/deenars,"893/3 Karimabad gulberg town block 3...
Near by federal optics, FB area, Karachi.","Chinese, Desserts, Fast Food, Beverages, Pakistani"
The Modern Kitchen,4.6(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/c381-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/c381/the-modern-kitchen,"House no. G470, Block 15 FB Area, Dastagir Yaseenabad, Karachi","Sandwiches, Pizza, Chinese, Continental, Desserts"
Badshahi Halwa Puri & Chai Paratha,4.2(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/r38i-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/r38i/badshahi-halwa-puri-and-chai-paratha,Address r 909 beside co2 soda shop main Hussain Abad federal b area block 3 Karachi,"Beverages, Pakistani, Biryani, Nihari, Paratha"
Chef Corner,4(11)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/bh7y-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/bh7y/chef-corner,Plot C 01 Kehkashan Homes Main Fariya Chowk Scheme 33 Gulzar e Hijri Karachi,"Sandwiches, Burgers, Fast Food, Middle Eastern, Wraps & Rolls"
Dilpasand Halwa Puri & Kachori,3.5(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/a5p9-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/a5p9/dilpasand-halwa-puri-and-kachori-a5p9,Hussainabad block 3 gulberg town 3 house number 909 karachi,"Beverages, Pakistani, Biryani, Pulao, Nihari"
Dil Nasheen Halwa Poori,4.9(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/mvtl-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/mvtl/dil-nasheen-halwa-poori,Ideal arcade phase 2 shop no 2 Gulzar e hijri near sohrab goth police station karachi,"Pakistani, Halwa Puri"
Bhashani Halwa Puri & Kachori,3.5(44)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/h4mn-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/h4mn/bhashani-halwa-puri-and-kachori-h4mn,address....Hussainabad block 3 gulberg town 3 house number 909,"Beverages, Pakistani, Biryani, Pulao"
S and J Foods,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/qfoe-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/qfoe/s-and-j-foods,House Number R-629 Block 8 FB Area Azizabad Ground Floor Back Side White Gate,"Sandwiches, Beverages, Pakistani, Western, Karahi & Handi"
